pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-178 e,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,9.961881,0.000042,-0.000042,0,0.0783,0.0023,-0.0024,0,2.207,0.088,-0.09,0,0.197,0.008,-0.008,0,3.86,1.25,-0.94,0,0.01214,0.00393,-0.00296,0,Mass,,,,,,,,,600,12,-12,0,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,K,4316,70,-70,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,-0.23,0.05,-0.05,0,[Fe/H],4.45,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,0.2074,-0.2061,11.955,0.035,-0.035,8.656,0.021,-0.021,11.1523,0.00089,-0.00089,2021-03-12,2021-05,2021-03-18
TOI-178 g,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,20.7095,0.00014,-0.00011,0,0.1275,0.0038,-0.0039,0,2.87,0.14,-0.13,0,0.256,0.012,-0.012,0,3.94,1.31,-1.62,0,0.0124,0.00412,-0.0051,0,Mass,,,,,,,,,470,10,-10,0,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,K,4316,70,-70,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,-0.23,0.05,-0.05,0,[Fe/H],4.45,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,0.2074,-0.2061,11.955,0.035,-0.035,8.656,0.021,-0.021,11.1523,0.00089,-0.00089,2021-03-12,2021-05,2021-03-18
TOI-1789 b,TOI-1789,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KHANDELWAL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.3339K/abstract target=ref>Khandelwal et al. 2022</a>,3.208664,0.000015,-0.000015,0,0.04882,0.00063,-0.0016,0,16.141,2.69,-1.569,0,1.44,0.24,-0.14,0,222.47988,50.85255,-50.85255,0,0.7,0.16,-0.16,0,Mass,,,,,2300,130,-81,0,1927,27,-17,0,0,<a refstr=KHANDELWAL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.3339K/abstract target=ref>Khandelwal et al. 2022</a>,F,5991,55,-55,0,2.17,0.04,-0.03,0,1.51,0.06,-0.14,0,0.373,0.071,-0.086,0,[Fe/H],3.94,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h30m58.42s,142.743406,+26d32m23.98s,26.5399951,229.067,2.388,-2.34,9.721,0.004,-0.004,8.345,0.018,-0.018,9.58439,0.000298,-0.000298,2021-10-19,2022-01,2021-10-19
TOI-1807 b,TOI-1807,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HEDGES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...54H/abstract target=ref>Hedges et al. 2021</a>,0.549372,0.000007,-0.000007,0,0.00812,0.00037,-0.00038,0,1.258,0.04,-0.039,0,0.112,0.004,-0.003,0,,,,,,,,,,,,,,,,,,2100,39,-40,0,0,<a refstr=HEDGES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...54H/abstract target=ref>Hedges et al. 2021</a>,,4757,51,-50,0,0.68,0.01,-0.01,0,0.75,0.03,-0.02,0,-0.029,0.061,-0.043,0,[Fe/H],4.65,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m07.83s,201.2826259,+38d55m20.52s,38.9223671,42.5775,0.0622,-0.062,10,0.03,-0.03,7.568,9.995,-9.995,9.67517,0.000292,-0.000292,2022-04-12,2021-08,2022-04-12
TOI-1820 b,TOI-1820,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,4.860674,0.000005,-0.000005,0,0.061,0.003,-0.003,0,12.778,0.224,-0.224,0,1.14,0.02,-0.02,0,731.00534,63.56568,-63.56568,0,2.3,0.2,-0.2,0,Mass,0.043,0.008,-0.008,0,,,,,1375,12,-12,0,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,,5734,50,-50,0,1.51,0.06,-0.06,0,1.04,0.13,-0.13,0,0.14,0.15,-0.15,0,[Fe/H],4.24,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h30m44.81s,187.6867207,+27d27m07.21s,27.4520016,248.504,3.648,-3.546,10.899,0.011,-0.011,9.508,0.022,-0.022,10.9653,0.000864,-0.000864,2022-09-19,2022-04,2022-09-26
TOI-1842 b,TOI-1842,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...82W/abstract target=ref>Wittenmyer et al. 2022</a>,9.5739,0.0002,-0.0001,0,0.1001,0.0007,-0.0007,0,11.657,0.673,-0.56,0,1.04,0.06,-0.05,0,68.01528,12.71314,-12.07748,0,0.214,0.04,-0.038,0,Mass,,,,,,,,,,,,,0,<a refstr=WITTENMYER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...82W/abstract target=ref>Wittenmyer et al. 2022</a>,,6230,50,-50,0,2.02,0.05,-0.05,0,1.46,0.03,-0.03,0,0.22,0.05,-0.05,0,[M/H],4.1,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h27m51.04s,201.9626552,+09d01m50.32s,9.0306437,223.465,2.26,-2.216,9.815,0.004,-0.004,8.446,0.021,-0.021,9.65981,0.000247,-0.000247,2021-12-13,2022-02,2021-12-13
TOI-1860 b,TOI-1860,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,1.0662107,0.0000014,-0.0000014,0,0.0204,0.0002,-0.0002,0,1.31,0.04,-0.04,0,0.117,0.004,-0.004,0,,,,,,,,,,,,,,,,,,1885,28,-28,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,G V,5752,100,-100,0,0.94,0.02,-0.02,0,0.99,0.03,-0.03,0,0.04,0.06,-0.06,0,[Fe/H],4.58,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h05m49.62s,226.4567308,+64d02m51.66s,64.0476821,45.864,0.0648,-0.0645,8.4,0.03,-0.03,6.792,0.021,-0.021,8.23223,0.000636,-0.000636,2022-02-15,2022-02,2022-02-15
TOI-1899 b,TOI-1899,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..147C/abstract target=ref>Ca&ntilde;as et al. 2020</a>,29.02,0.36,-0.23,0,0.1587,0.0067,-0.0075,0,12.89,0.448,-0.56,0,1.15,0.04,-0.05,0,209.7678,22.2481,-22.2481,0,0.66,0.07,-0.07,0,Mass,0.118,0.073,-0.077,0,2.9,0.2,-0.2,0,362,7,-7,0,0,<a refstr=CA_NTILDE_AS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..147C/abstract target=ref>Ca&ntilde;as et al. 2020</a>,M0,3841,54,-45,0,0.61,0.02,-0.02,0,0.63,0.03,-0.03,0,0.31,0.11,-0.12,0,[Fe/H],4.67,0.03,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h57m42.44s,299.4268472,+40d08m36.05s,40.1433462,128.438,0.25,-0.25,14.88,0.2,-0.2,10.509,0.018,-0.018,13.5553,0.000422,-0.000422,2021-01-04,2020-09,2021-01-11
TOI-201 b,TOI-201,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..235H/abstract target=ref>Hobson et al. 2021</a>,52.97818,0.00004,-0.00004,0,0.3,0.02,-0.03,0,11.299,0.135,-0.168,0,1.008,0.012,-0.015,0,133.4886,15.8915,-9.5349,0,0.42,0.05,-0.03,0,Mass,0.28,0.06,-0.09,0,,,,,759,37,-26,0,0,<a refstr=HOBSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..235H/abstract target=ref>Hobson et al. 2021</a>,F6 V,6394,75,-75,0,1.32,0.01,-0.01,0,1.32,0.03,-0.03,0,0.24,0.036,-0.036,0,[Fe/H],4.32,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h49m36.43s,87.4017825,-54d54m37.52s,-54.910423,113.825,0.347,-0.345,9.07,0.03,-0.03,7.846,0.024,-0.024,8.94004,0.000207,-0.000207,2021-03-25,2021-05,2021-04-01
TOI-2025 b,TOI-2025,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,8.872078,0.000007,-0.000007,0,0.092,0.004,-0.004,0,12.52,0.101,-0.101,0,1.117,0.009,-0.009,0,1398.44499,95.34852,-95.34852,0,4.4,0.3,-0.3,0,Mass,0.41,0.02,-0.02,0,,,,,1167,11,-11,0,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,,5880,53,-53,0,1.56,0.03,-0.03,0,1.32,0.14,-0.14,0,0.18,0.08,-0.08,0,[Fe/H],4.17,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m10.86s,282.7952558,+82d14m43.49s,82.2454143,335.985,2.434,-2.4,11.599,0.021,-0.021,10.01,0.021,-0.021,11.3637,0.00029,-0.00029,2022-09-19,2022-04,2022-09-26
TOI-2046 b,TOI-2046,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,1.4971842,0.0000031,-0.0000033,0,,,,,16.141,1.233,-1.233,0,1.44,0.11,-0.11,0,731.00534,88.99195,-88.99195,0,2.3,0.28,-0.28,0,Mass,,,,,,,,,,,,,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,F8 V,6250,140,-140,0,1.21,0.07,-0.07,0,1.13,0.19,-0.19,0,-0.06,0.15,-0.15,0,[Fe/H],4.3,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h04m44.39s,16.1849423,+74d19m52.70s,74.3313055,289.668,2.225,-2.191,11.552,0.018,-0.018,10.094,0.023,-0.023,11.4128,0.000457,-0.000457,2022-05-23,2022-05,2022-05-23
TOI-2048 b,TOI-2048,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NEWTON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..115N/abstract target=ref>Newton et al. 2022</a>,13.79019,0.00065,-0.00084,0,,,,,2.06,0.21,-0.19,0,0.184,0.019,-0.017,0,,,,,,,,,,0.13,0.18,-0.09,0,,,,,,,,,0,<a refstr=NEWTON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164..115N/abstract target=ref>Newton et al. 2022</a>,G V,5185,60,-60,0,0.79,0.04,-0.04,0,0.83,0.03,-0.03,0,0.02,0.08,-0.08,0,[m/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h51m41.79s,237.9241066,+52d18m22.71s,52.3063083,116.567,0.292,-0.29,11.431,0.017,-0.017,9.439,0.014,-0.014,11.3252,0.000898,-0.000898,2022-09-14,2022-09,2022-09-14
TOI-206 b,TOI-206,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.7363104,0.0000003,-0.0000003,0,0.0112,0.0001,-0.0001,0,1.3,0.05,-0.05,0,0.116,0.004,-0.004,0,,,,,,,,,,,,,,,,,,910,36,-36,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3383,157,-157,0,0.35,0.01,-0.01,0,0.35,0.01,-0.01,0,,,,,,4.89,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h54m57.17s,73.7382202,-62d31m18.75s,-62.521874,47.7465,0.11,-0.1095,14.938,0.126,-0.126,10.06,0.022,-0.022,13.6662,0.00067,-0.00067,2022-02-15,2022-02,2022-02-15
TOI-2076 b,TOI-2076,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,10.35509,0.0002,-0.00014,0,0.0682,0.0013,-0.0013,0,2.518,0.036,-0.036,0,0.225,0.003,-0.003,0,,,,,,,,,,,,,,84.06,5.07,-4.78,0,797,12,-12,0,1,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,,5200,70,-70,0,0.77,0.01,-0.01,0,0.82,0.04,-0.04,0,-0.09,0.04,-0.04,0,[Fe/H],4.45,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091,0.0528,-0.0526,9.139,0.002,-0.002,7.115,0.017,-0.017,8.91028,0.000477,-0.000477,2022-04-12,2022-03,2022-04-12
TOI-2076 c,TOI-2076,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,21.01538,0.00084,-0.00074,0,0.1093,0.0021,-0.0021,0,3.497,0.043,-0.043,0,0.312,0.004,-0.004,0,,,,,,,,,,,,,,32.7,1.9,-1.9,0,630,9,-9,0,1,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,,5200,70,-70,0,0.77,0.01,-0.01,0,0.82,0.04,-0.04,0,-0.09,0.04,-0.04,0,[Fe/H],4.45,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091,0.0528,-0.0526,9.139,0.002,-0.002,7.115,0.017,-0.017,8.91028,0.000477,-0.000477,2022-04-12,2022-03,2022-04-12
TOI-2076 d,TOI-2076,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,35.12537,0.00067,-0.00067,0,0.1539,0.0029,-0.0029,0,3.232,0.063,-0.063,0,0.288,0.006,-0.006,0,,,,,,,,,,,,,,16.5,1,-1,0,530,8,-8,0,0,<a refstr=OSBORN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220303194O/abstract target=ref>Osborn et al. 2022</a>,,5200,70,-70,0,0.77,0.01,-0.01,0,0.82,0.04,-0.04,0,-0.09,0.04,-0.04,0,[Fe/H],4.45,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.08s,217.3920159,+39d47m25.44s,39.7903991,41.9091,0.0528,-0.0526,9.139,0.002,-0.002,7.115,0.017,-0.017,8.91028,0.000477,-0.000477,2022-04-12,2022-03,2022-04-12
TOI-2081 b,TOI-2081,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,10.50534,0.00007,-0.00008,0,0.0752,0.0047,-0.0119,0,2.04,0.5,-0.54,0,0.182,0.045,-0.048,0,,,,,,,,,,,,,,8.1,1.1,-2.6,0,488,28,-52,0,0,<a refstr=ESPARZA_BORGES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220610643E/abstract target=ref>Esparza-Borges et al. 2022</a>,M1.0,3800,100,-100,0,0.53,0.08,-0.08,0,0.54,0.08,-0.08,0,-0.5,,,-1,[Fe/H],4.5,,,-1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h37m12.54s,264.3022634,+53d01m32.04s,53.0255666,62.3446,0.08335,-0.08335,13.369,0.035,-0.035,9.523,0.021,-0.021,12.6594,0.000275,-0.000275,2022-06-27,2022-06,2022-06-27
TOI-2109 b,TOI-2109,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..256W/abstract target=ref>Wong et al. 2021</a>,0.67247414,0.00000003,-0.00000028,0,0.01791,0.00065,-0.00065,0,15.098,0.527,-0.527,0,1.347,0.047,-0.047,0,1595.4986,238.37131,-238.37131,0,5.02,0.75,-0.75,0,Mass,,,,,,,,,3646,88,-88,0,0,<a refstr=WONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..256W/abstract target=ref>Wong et al. 2021</a>,F,6540,160,-160,0,1.7,0.06,-0.06,0,1.45,0.07,-0.07,0,0.068,0.07,-0.062,0,[Fe/H],4.14,0.04,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h52m44.71s,253.1862971,+16d34m47.70s,16.5799153,262.041,2.753,-2.698,10.217,0.004,-0.004,9.07,0.021,-0.021,10.1138,0.000342,-0.000342,2021-12-13,2021-12,2021-12-13
TOI-2136 b,TOI-2136,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,7.851928,0.000018,-0.000016,0,0.057,0.006,-0.006,0,2.19,0.17,-0.17,0,0.195,0.015,-0.015,0,6.37,2.45,-2.29,0,0.02004,0.00771,-0.00721,0,Mass,0,,,0,4,2.1,-1.5,0,395,24,-22,0,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,M4.5 V,3342,100,-100,0,0.34,0.02,-0.02,0,0.34,0.02,-0.02,0,0.03,0.07,-0.07,0,[Fe/H],4.91,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m42.32s,281.1763433,+36d33m47.27s,36.5631318,33.3631,0.06425,-0.06425,14.32,0.2,-0.2,9.343,0.022,-0.022,12.9643,0.000916,-0.000916,2022-07-12,2022-08,2022-07-12
TOI-2158 b,TOI-2158,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,8.60077,0.00003,-0.00003,0,0.075,0.004,-0.004,0,10.761,0.135,-0.135,0,0.96,0.012,-0.012,0,260.61929,25.42627,-25.42627,0,0.82,0.08,-0.08,0,Mass,0.07,,,1,,,,,1188,10,-10,0,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,,5673,50,-50,0,1.41,0.03,-0.03,0,1.12,0.12,-0.12,0,0.47,0.08,-0.08,0,[Fe/H],4.19,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h27m14.41s,276.8100527,+20d31m36.79s,20.5268868,198.473,1.403,-1.383,10.887,0.006,-0.006,9.071,0.018,-0.018,10.6718,0.000247,-0.000247,2022-09-19,2022-04,2022-09-26
TOI-216.01,TOI-216,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,34.525528,,,0,,,,,10.1,0.2,-0.2,0,0.901,0.018,-0.018,0,177.98391,6.35657,-6.35657,0,0.56,0.02,-0.02,0,Mass,0.0046,0.0027,-0.0012,0,,,,,,,,,1,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,,,,,,0.75,0.01,-0.01,0,0.77,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.945,0.883,-0.875,12.324,0.069,-0.069,10.218,0.021,-0.021,12.1631,0.000583,-0.000583,2022-04-12,2021-04,2022-04-12
TOI-216.02,TOI-216,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,17.16073,,,0,,,,,8,3,-2,0,0.714,0.268,-0.178,0,18.75188,0.63566,-0.63566,0,0.059,0.002,-0.002,0,Mass,0.16,0.003,-0.002,0,,,,,,,,,1,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,,,,,,0.75,0.01,-0.01,0,0.77,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.945,0.883,-0.875,12.324,0.069,-0.069,10.218,0.021,-0.021,12.1631,0.000583,-0.000583,2022-04-12,2021-04,2022-04-12
